Aloha Guest House,ek76,5.0,"멋진 전망, 맛있는 아침 식사, 사랑스러운 호스트","예, 울퉁불퉁 한 도로 하는 가파른 경사를 올라가야 하기 에, 아니면 절대적으로 차단 할 수 없습니다. 정말 아름다운 풍경을 찾을 경우 즉시, 믿을 수 있고, 맨 위 - 친절함 였습니다. 객실은 편안하고, 잘 꾸며진 편안한. 아름다운 전망과 거대한 windows 강조 표시합니다. 모두 진정으로 즐겁고 열정적인 정보 공유 및 svetlana 리 즐겨찾기, 독특한 경험이 아닌 섬. 넉넉한 일정을 제공하는 일부 제안. 우리는 그들의 제안 (추천 레스토랑, 항상 정확하게 다. Svetlana 의 요리는 진정 경험 이죠. 그녀는 자신의 농장 은 거의 모든 요리에서, 에 있는 숙박시설. 그녀는 정말 사랑과 요리, 및 을 보여 준다. 맛있어요, 하지만 그녀는 집을 - 요리를 하는 그런 모든 것들이 같은 느낌 입니다. 이 놀라운 매일 새로운, 및 는 매일 아침 즐기기 좋은 방법. 또 다른 큰 장점은 해변에서 스노클링 장비가 있는데, 그래서 저희가 해변에 사용할 수, 훌륭했다. 또한, 우리는 우리를 치료 하는 게이 커플 같은 다른 두 고맙게 생각한다. 좋은 말로 할 수 없는 것들. 올 것이 오!",숙박 날짜: 2017년 7월
Aloha Guest House,Dml808,5.0,알로하 정신,멋진 주인과 멋진 방이 lee & svetlana. 아침 식사도 좋았고 우리의 주인은 우리가 머무는 동안 항상 추천 해 주었습니다. 농장을 확실히 보여 주었고 매우 평화롭고 리 & svetlana 알로하 정신. 우리는 다시 가고 싶어요!,숙박 날짜: 2017년 5월
Aloha Guest House,Nick K,5.0,"단지 숙박, 하와이의 경험을 할 수 있지만","우리가 묵은 방은 6일 밤을 halawai. 아름답고 편안한 곳일 뿐 아니라 잠을 자고 아침 식사는 좋지만. 또한, 우리 여행의 하이라이트 였다. 놀라운 호스트 및 svetlana 하 리. 정말 집처럼 느껴져서 (낙원에 살 경우). 우리가 우리의 일을 몇 가지의 조언이 리 ' 를 할 수 있는 여행 가이드 북 보다 훨씬 적 사용하여 관리할 수 있습니다. 최고의 조식과 조식 svetlana 강조 표시된 지역, 에 - 계절의 재료를 준 섬의 진정한 맛. 모든 면에서 도움을 받을 수 있도록 하기 뿐만 아니라, 가능한 한 최선의 여행이었지만. 음료 냉각기와 해변 장비 를 빌려 한 해 계획하여 탐험하는 섬. 이 리조트에 머무는 것 보다 더 많이 이행. 예, 24시간 룸 서비스는 알로하 게스트 하우스에 가지 않는 - 전화 한 것, 되는 것은 가능하지만 가장 좋은 부동산 의 집은 아름다운 경치. 또한 아이들이 느린 엘리베이터가 없는 것 이 리조트에서 처리하고. 워드에 있는 오래된 담배 rd, 많은 리뷰 상태, 4 휠 드라이브는 차량은 확실히 좋습니다. 물론. 저는 현대 액센트 및 고급 관리는 듣지 않았다, suv 가 아니었더라면 훨씬. 사실, 저는 suv 의 경우 일반적으로 추천하는 섬, 많은 도로의 끝에 있는 최고의 관광명소 로 설명 할 것이 부드러운. 마지막으로 팁, 애완동물 고양이가 하는 카이. 그는 굉장한 것을 보고 싶은 집을 그대로!",숙박 날짜: 2017년 5월
Aloha Guest House,WanderLust Mike,5.0,"멋진 아침 식사, 전망, 및 호스트!","우리는 알로하 게스트 하우스에서 5일 밤을 묵었습니다. 우리가 묵은 방 halawai. Svetlana 리와 훌륭한 호스트이고, 치료 방법을 알고 투숙객들에게 개인 서비스 보장됩니다. 그들은 행복 하기 위한 권장 사항을 위치, 마을 등 해변, 스노클링 및 베이. 앞서 언급한 것처럼, 이는 최대 1/2 마일 드라이브 고속도로에서 엄격한. 높은 곳이면 차량이 필요한 공간, 여러 가지로, 대부분 저하 및 충돌. 아, 그냥 같은 오프 - 로딩. 일단 도착하면, 이 볼 수 있었습니다. 그들은 농산물 의 증가, 정보 수집 의 물, 전기는 대부분의 생성할 수 있습니다. 또한 로컬 시장을 구입. Svetlana 요리는 미식가 아침 식사, 제공된 공용 테이블 위층, 매일 아침. 이 보다 더 좋은 서비스 내용 일부 5 - 스타 레스토랑. 버터처럼 입에서 살살 녹는 망고, 바나나 를 본토 예상보다는 훨씬, 크림 avocados 더 거대하고, 신선하게 구운 빵 맛이 다. 그리고는 매일 아침 신선한 원두 리 에 자부심을 느끼는 코나 커피. 석양이 지는 뷰를 kohola 및 객실에서 halawai, 베란다에서, 화려한. 해변 기어, 냉각기 등 비치의자 수건, 및 스노클링 장비, 언제든지 사용할 수 있습니다. 주방에는 모든 공유에서 손님들이 있습니다. 또한 세탁을 내면. 섬세한 서비스가 좋고 - 항상 신선한 물이 방에, 완전히 갖춰진 샤워 액들, 모션 센서 복도 불빛, 야간 스탠드 조명을 꺼 주지. 그 밖에 정자가 있는 모기장 밖에 메인 하우스 를 즐길 수 있는 경우. 알로하 게스트 하우스는",숙박 날짜: 2017년 5월
Aloha Guest House,Dave W,5.0,B&b 캡처하는 고유한 섬의 아름다움을 느끼고,"우리는 이곳에서 아름다운 전망을 즐길 수 있는 한, 맛있는 아침 식사, 지역 활동 및 알로하 게스트 하우스에서 따뜻한 환대. 따뜻하고 친절한 주인은 리와 svetlana. 시설은 깨끗하고, 편안하고 신경 써 주어. 그들은 모든 것을 아는 사람들과 그들의 땅, 우리는 짧은 시간에 보다 "" 소유주 "" 친구 처럼 느껴지지 었다. 원한다면 리조트에서 떨어져 있어서 관광객들이 함께 해 드립니다 본 같은 지역의 섬, 이 좋은 곳. 우리의 휴가를 즐겁게 해줄 리와 svetlana 사마야와, 독특하고 기억에 남는!",숙박 날짜: 2017년 5월
Volcano Places,JonathanBloomer,5.0,훌륭한베이스 캠프!,"최후의 예약 때문에 우리 체재 동안 Nohea와 Kate의 화산 별장에 머물렀다. 이 조용하고 아름답고 잘 갖춰진 오두막들에 대한 많은 찬사. 첫째, Nohea는 한 차선 도로에서 뒤로 물러나 있으며 매우 조용하고 평화로운 곳입니다. 이 건물의 건축은 놀랍습니다. Kate의 코티지는 주차장을 다른 별장과 공유하기 때문에 때때로 다른 고객의 소리가 조금 나지만 열대 우림으로 되돌아갑니다. 그래서 많은 평화와 조용함이 가능합니다. Kathryn은 훌륭한 숙주이며, 재산은 완전히 갖춰진 부엌, 지역의지도, 가이드 등을 갖춘 숙박 시설 모두에 대해 매우 잘 설정되어 있습니다. 아내는 요리하기를 좋아하며이 호텔이 던진 것이 무엇이든 준비가되었음을 알았습니다. . 올인원, 훌륭한 위치. 추천!",숙박 날짜: 2018년 11월
Volcano Places,Lem H,4.0,좋은 음식 좋은 경치,"오후 6시에 우리 예약은 잘 준비된 식사를 즐기면서 현재 활발한 할라 마 누우 분화구 (Halemaumau Crater)의 경관을 낮부터 밤으로 전환 할 수있는 완벽한 시간이었습니다. 멍청이는 좋지 않았고, 마니 마히는 괜찮 았어.",숙박 날짜: 2018년 3월
Volcano Places,AliliAb,5.0,우수하고 사랑 스럽다.,우리가 하와이로 여행하는 동안 가지고 있었던 최고의 오두막 중의 1 개. 모든 것이 완벽했고 아무 것도 놓쳤습니다. 캐서린은 매우 도움이되었고 우리에게 공원 방문에 대한 많은 조언을주었습니다. 다시 한 번 감사드립니다! 우리가 큰 섬으로 돌아갈 때 우리가 화산 장소에서 돌아올 것임에 틀림 없다!,숙박 날짜: 2017년 9월
Volcano Places,SaraF742,5.0,화산 마을의 최고 중 하나,"케이트 (Kate 's)는 멋지게 달리는 오두막집, 잘 갖춰져있는 라다 (larder), 많은 뜨거운 물, 그리고 킹 사이즈 침대입니다. 당신과 같은이 scrimpy 여왕 물건의 어느 것도 우호적 인 마우이보다 & Bs를 발견하지 않는다. 케이트는 끝없는 정보와 욕망을 가진 철저한 여주인입니다. 국립 공원 입구와 화산 마을의 예술품과 음식점에서 몇 차선을 따라 가면됩니다. 쉬운 접근성과 큰 주차 공간. 케이트는 여러 개의 숙박 시설이 인접 해 있으므로 전화로 그녀와 직접 확인해보십시오. 집을 비운 집.",숙박 날짜: 2018년 1월
Volcano Places,loris444,5.0,Lau Kapu Cottage = LOVELY !!!!,"우리는 최근에 HVNP에서 불과 5 분 거리 인 화산 장소의 최신 별장에 머물면서 멋진 경험을했습니다. 열대 우림의 고요한 위치는 평화 롭고 편안합니다. 오두막집은 아름답고 깨끗하며 커피와 공원의지도, 고대 하와이 문화에 대한 책, 밤에는 공원 탐험을위한 헤드 램프 등 모든 것을 갖추고 있습니다. 캐서린은 모든 것을 생각하고 매우 유용한 호스트, 풍부한 정보입니다. 이 코티지는 크고 진정으로 집처럼 멀리 떨어져 있습니다. 양면 매트리스 따뜻하게하는 킹 사이즈 침대, 아늑한 주방 공간, 여행하는 동안 사무실에서 구석 구석까지 걸어 가야합니다. 우리는 HVNP를 방문하는 다른 여행자에게 화산 장소에이 별장을 매우 추천 할 것입니다! !",숙박 날짜: 2017년 9월
