Volcano Village Lodge,Laurie K,5.0,완벽한 목가적! 광고 한 것처럼. :-),"우리는 Mauna Kea 방에 머물렀다. 그리고 그것은 완전했다! 설정, 전망, 가구, 장식, 객실 디자인 및 재료가 합쳐져 평화 롭고 환영받는 경험을 선사합니다. 추가 사려 깊은, 그러나 의외, 보너스 목 지원 베개의 가용성이었다! Pua는 매력적인 호스트이었다. 그녀는 전화로 우리를 방문하기 전에 일주일 동안 도움이되었고, 직접 만나서 매력적이었습니다. 우리가 운전 지침을 잘못 해석했을 때 그녀는 심지어 우리를 2 마일 정도 운전해서 직진 시켰습니다! 우리는 화산 마을 별장에 머물렀다 니 정말 기쁩니다. 나는 그것을 매우 추천한다!",숙박 날짜: 2019년 2월
Volcano Village Lodge,drndrn,5.0,놀랍고 아름다운 롯지,"우리는 13 명의 86 살의 10 명의 사람의 우리 확장 된 가족과 함께 화산 마을 비밀 결사에 머물렀다. 별장은 절대적으로 마법입니다. 우리는 열대 우림에 4 개의 독립적 인 독립형 스위트를 보유하고 있었으며, 모두 나무로 된 산책로와 조명이 잘 어우러진 통로로 연결되어 있습니다. 각 스위트 룸은 아름답게 장식되어 매우 편안합니다. 냉장고에는 매일 신선한 과일과 집에서 조리 한 아침 식사가 준비되어 있으며, 커피와 차를 선택할 수 있습니다. 우리의 주인 인 푸아 (Pua)는 엄청 따뜻하고 친절했고 환영했습니다. 그녀는 우리 모두가 공동의 지역에서 아침 식사를 할 수 있도록 초대 했으므로 우리 가족은 더 많은 공간을 가질 수있었습니다. 그녀는 믿을 수없는 자원이었고, 지역의 음식점과 먹거리에 대한 제안과 지시를주었습니다. 그녀는 최근의 화산 폭발에 대한 이야기를 나누었고 우리에게도 똑같이 환영하는 가족을 소개했습니다. 우리는 우리 체재의 끝에서 안녕을 말하기 위해 매우 유감스럽게 생각했다! 화산 국립 공원이 단 몇 분 거리에 있습니다. 우리는 공원을 탐험하는 날과 야외 온수 욕조에서의 저녁을 보냈습니다. 우리는 Pua와이 놀라운 여관에 더 만족할 수 없었습니다. 매우 추천하는! !",숙박 날짜: 2019년 1월
Volcano Village Lodge,singaporemarsha,5.0,세계에서 가장 조용한 곳 중 하나,코나 (Kona) 나 힐로 푸아 (Hilo - - Pua)와 같은 하와이 (Hawaii) 마을의 활기가 넘치는 멋진 1 - 2 박 퇴각은 환상적인 호스트입니다. . . 놀라운 그녀의 프렌치 토스트. . . 아름다운 주변 환경. . . 잘 돌봐. . . 조금 비싸더라도 진정한 특별한 장소.,숙박 날짜: 2018년 11월
Volcano Village Lodge,anagbl,1.0,정말 실망했다.,"아마이 호텔은 나머지 사람들의 의견대로 훌륭하지만, 불행히도 나는 결코 여기에 머물지 못했고, 여기에 실망한 이유가 있습니다. 나는 2018 년 5 월에 며칠간 환불되지 않는 예약을 위해 일찍 정말로 예약하고 지불했습니다. Halema 'uma'는 예약이 시작되기 전에 분출을 시작했습니다. 화산 국립 공원이 폐쇄되었습니다. 화산 마을 자체는 결코 닫히지 않았거나 접근 할 수 없었지만, 화산은 낮은 동쪽 갈라진 틈 지대에서 연속적으로 활발한 용암 분출 (실제로 그것들을 불렀을 때)과 함께 정말로 믿기 어려웠습니다. Plenty of Fissures는 매우 활동적이어서 바다로 큰 채널 화 된 흐름을 만들어 해안선을 따라 공중으로 큰 잔잔한 깃털을 보냅니다. 또한 작은 지진. 호텔의 정확한 면적이 대중에게 공개 된 적이 없었 음을 이해합니다. 호텔에서 많은 취소를받은 것으로 알고 있습니다. 나는 나의 예약이 환불되지 않았다는 것도 알고있다. 그러나 내가 이해할 수없는 것은 그들이 내가 하와이를 떠날 계획이라고 말하면서 그들에게 연락했을 때 보여주는 작은 동정이다. 나의 항공사는 우리에게 요청하고있다 / 섬을 떠날 것을 권유하고, 무료로 비행편을 변경한다. 변경을 허용하지 않음). 나는 호텔에 최소한 세금 환불을 요청했다. 우리는 나타나지 않을 것이며 서비스를 제공하지 않을 것이다. . 그러나 그들은 그렇지 않았다. 그들은 1 페니를 환불하지 않았다. 아무것도 지불하지 않은 ""운""이라면 제스처를받는 것이 정말 좋을 것입니다. 나는 내 안전을 위해 섬을 떠나야한다는 느낌이 미치지 않는다고 생각한다.",숙박 날짜: 2018년 5월
Volcano Village Lodge,Surgie,5.0,더 이상 우리의 방문 이 있다!,우리는 이 아름다운 곳이 지 볼케이노 빌리지에 로지. 정말 최고! 방은 아늑하고 (마우나 케아) 을 환영합니다. 우리는 베란다에 사용 한 가운데 열대 우림 - 에서 전까지는 vnp! 우리는 매일 매일의 벽난로 에 만들어진 방. 주인은 정말 친절하고 자세한 내용 후에 도착하는 거라는 6:00 오후. 모든 것이 아주 쉽게. 아침 식사는 맛있었고 왼쪽에 있습니다. 정말 좋은 아침식사와 신선한 커피를 있게 한 방에. 하고 싶고 더 많은 시간을 활용할 수 방에서 사용할 시간이 정원 온수 욕조가 있습니다. 다른 사람들이 아름다운 곳을 추천 합니다.,숙박 날짜: 2017년 9월
Hilo Seaside Hotel,noriko611,5.0,오래되었지만 관리가 잘된 호텔,힐로 시사이드 호텔에 대해 안좋은 평이 좀 있어서 고민했는데 막상 가보니 괜찮은 호텔이였습니다. 비록 시설은 오래되었지만 관리가 잘 되어있고 체크인 카운터 직원을 비롯한 직원들도 친절하였으며 객실 상태도 깨끗했습니다. 세탁시설과 자판기도 잘 구비되어 있고요. 관리상태와 청결도만 본다면 오히려 코나에 있는 쉐라톤 호텔보다도 좋습니다.,숙박 날짜: 2018년 9월
Hilo Seaside Hotel,noriko611,5.0,가성비굿,힐로에 적당한 호텔이 별로 없는데 비교적 저렴한 가격에 깨끗한 곳에서 묵고 싶으신 분들께 추천합니다 호텔은 오래되었지만 관리자체를 굉장히 잘해서 괜찮습니다 개인적으로 더러운 쉐라톤 코나보다 훨씬 좋았습니다,숙박 날짜: 2018년 9월
Hilo Seaside Hotel,hahaha1054,2.0,잠만 자기도 불편,잠만 자려고 저렴한 곳으로 잡은건데 절대 재방문 의사 없습니다. 힐로 지역 특성상 비가 자주 내리고 습하다보니 객실 컨디션은 정말 중요한거 같아요. 담달에 빅섬 또 가는데 힐로에서는 힐튼으로 갑니다.,숙박 날짜: 2017년 9월
Hilo Seaside Hotel,michaelfulcomer,5.0,매우 편안하고,모든 객실은 깔끔하고 깨끗함. 공원과 쇼핑센터가 근접해있음. 레스토랑도 걸어갈수 있는거리. 호텔직원은 관광지에대한 지식이 풍부. 신선과일은 매우 좋았음. 우리는다음에 또 이호텔에 들릴의향 있음,
Hilo Seaside Hotel,Bluebird Hong,3.0,힐로쪽은 호텔이 좋은게 없어요,"미국 육지에 비하면, 또 한국의 호텔들에 비하면 정말 시설이 후지고 여관급이지만 힐로쪽은 그나마도 체인 호텔이 없습니다. 힐로가 작은 타운이라 Out하기 전 1박 묵었는데 다음에 간다면 다른 곳에서 묵을 겁니다.",숙박 날짜: 2016년 3월
Kilauea Hospitality Group,LindaVink,5.0,좋은 장소 !!,이 곳은 훌륭합니다. 훌륭한 객실과 훌륭한 고객 서비스! 그들은 진정으로 당신이 그들과 함께 머무르는 동안 즐거운 시간을 갖도록 보살펴주었습니다. 우리는 다음 번에 빅 아일랜드를 방문 할 때 다시 거기에 머물기를 고대하고 있습니다.,숙박 날짜: 2018년 12월
Kilauea Hospitality Group,Betty,5.0,국립 공원의 거친 비오는 지역에있는 아시아 / 아프리카의 오아시스,우리는 국립 공원의 비오는 날 이후에이 아름다운 샬레에서 자신을 발견하게되어 놀랐습니다. 우리는 코이 (koi) 포드 (pod)에 대한 직접적인 견해가있는 방이있었습니다. 실내는 african 오두막집 / 아시아 탑 위에 있었다. 우리는이 밤을 사랑했고 빅 아일랜드를 다시 방문한다면 우리는이 멋진 장소로 반드시 돌아갈 것입니다.,숙박 날짜: 2018년 10월
Kilauea Hospitality Group,Marie A,5.0,화산 마을의 아늑한 밤!,"화산 마을의 아늑한 밤! 우리는 30 주년을 맞아 코나와 마우이에 머무르는 사이에 하룻밤을 머물렀다. 우리가 다른 밤을 머물렀 더라면 좋겠다고 생각해라! 그것은 깨끗하고, 편안하고, 아름다운 정원과 친절한 직원이었다.",숙박 날짜: 2018년 11월
Kilauea Hospitality Group,Dils2003,1.0,너무 적은 수면,"우리는 쉼터와 레크 리 에이션 잠을위한 책 호텔을 않습니다. 후자는 밤 2에 주어지지 않았다. 한밤중에 마을 전원 공급 장치가 몇 시간 동안 중단되었습니다. 그 일은 아무 문제가되지 않습니다. 그러나, 우리 방 2의 매우 밝은 비상 사태 스포트라이트 (차가운 하얀 빛)는 우리 침대에 직접 맞춰졌다. 몇 시간 동안 좋은 수면을 할 기회가 없습니다! 아무도 프론트 데스크에서 사용할 수 없습니다; 누군가 몇 분 후에 우리의 긴급 전화에 응답하여 이렇게 말했습니다 : ""그것은 법입니다. 나는 당신을 위해 아무 것도 할 수 없지만 방을 바꾸는 것은 불가능합니다 ...""우리는이 변명을 믿습니까? 더 신중한 비상 조명이 아닌 이유는 무엇입니까? 이 외에도 호텔은 평범하며 아침 식사를 제공하지 않습니다. 다시 여기에 가지 않을 것입니다.",숙박 날짜: 2018년 11월
Kilauea Hospitality Group,Sabrina K,5.0,훌륭한 작은 휴가 장소!,"화려한 방, 위치는 절대적으로 완벽한 화산 공원 을 탐험하기에, 직원들은 매우 친절하고 도움이 많이 되었습니다! 작은 집 같은 느낌 - 아주 편안한 침대, 큰 욕실, 그리고 아름다운 단풍 에 사이트!",숙박 날짜: 2017년 8월
Hale Ohia Cottages,fluceb,5.0,내가 묵어본 중 최고의 장소! ,"이 곳은 정말 멋찐곳이네요! 머무르는 내내 동화속에 있는듯란 느낌이였습니다! 하와이에 머무르는동안 가장 저렴한 숙소였지만 5성급 호텔 못지 않게 큰 불편이 없었습니다. 서비스가 뛰어나서, 행복 말이 최고. 직원들은 매우 친절하고 협조적이며 조금도 과장 하거나 날조 하다. 그들은 따뜻하고 도와주기 위해 모든 가능한 방법. 저는 리프트 주고 구입한 우산 사실. 작은 배려와 생각이 같은 추가, 나는 다른 곳보다 훨씬 더 따뜻하게! 호텔 자체도 매우 호화로움! 정원으로 둘러싸여져 있었고, 방은 아주 편안하고, 있을 수도 있고 내부와 함께 하루 종일 걸림된 느끼지 않을 책 접압을! 이 정도만 6 객실 / 객실과 함께 몇 사람들, 평화롭고 조용하고 매우 편안한 숙박! 매일 신선한 주스가, 신선한 과일, 갓 구운 빵을 방으로 배달! 모두 너무 맛있었고, 집 처럼 느끼게 해! 난 곳입니다! 전 세계 모든 여행. 속도는 것이 제가 묵었던 최고의 장소! 뛰어난 가치, 뛰어난 서비스, 강력 추천! 꼭 돌려!",
Hale Ohia Cottages,Ruth T,5.0,좋은 환대와 함께 아늑하고 독특한 곳으로,"우리가 예약을 할 때 글루텐이없는 것이 문제가되는지 물었다. 나는 우리의 아침 식사가 수제 글루텐없는 빵을 포함 할 것이라는 신속한 반응을 얻었다. 이 얼마나 대접! 그것은 파파야, 파인애플 및 기타 일일 과일뿐만 아니라 신선한 주스의 매우 관대 한 봉사와 함께, 모든 vey 아름답게 부지에서 신선한 꽃으로 제시했다. 전문적으로 잘 꾸며진 부지에있는 각 객실 또는 객실에는 냉장고, 커피 메이커, 따뜻한 차 주전자 및 독특한 가구가 있습니다. 우리 방에는 2 개의 편안한 의자와 아침 식사를위한 2 개의 접는 쟁반이 있었다. 나는 땅을 걷고 풍성한 새 노래를 들으며 시간을 보내는 것을 좋아했습니다. 직원들은 매우 환영 받고 지식이 풍부했습니다. 그들은 우리가 예약했던 식사 장소에 대한 지역지도와 길 안내를 제공했습니다. 우리가 다음에 화산 국립 공원을 방문 할 때 우리는 분명히 여기에 머무를 것입니다.",숙박 날짜: 2019년 2월
Hale Ohia Cottages,Emily R,5.0,숲속에있는 아늑한 작은 별장,"나는 새해를 포함하여 6 박 체류를 위해 오 히아 별장을 예약했다. 불행하게도, 내가 거기에 도착할 수 있기 전에 단지 지연 때문에 단지 5 개의 밤 체재 인 것을 알았다. 그러나 그것은이 매혹적인, 아름다운 자산에서 아무것도 걸리지 않는다. 나는 남편과 두명의 대학생들과 함께 있었다. 3 개의 수면 공간, 1 개의 욕실, 많은 창문이있는 매우 기능적인 주방, 비가 내리는 동안 우리가 놀고 놀 수있는 멋진 위층 지역이 있습니다. 이 곳은 마치 내가 그런 일로 자란다면 ""휴일 별장""이 어울릴 것이라고 상상 한 것입니다. 신선한 파파야, 수제 빵 및 기타 여러 과일 및 시리얼 바, 주스를 아침 식사로 제공하는 것은 불가능합니다. 나는 남편에게 슬퍼하고 있었는데, 나는 이제는 내가 기대했던 신선한 파파야의 고급 스러움이 없어지면 어떻게 관리 할 것인지 몰랐다. 물류 :이 장소는 국립 공원에서 약 1 마일 떨어져 있습니다. 일부는 폐쇄로 인해 폐쇄되었지만 여전히 방문 할 수있었습니다. 이 지역에는 소수의 훌륭한 레스토랑이 있습니다. 많은 다른 재미있는 전환에도 닫힌다 (우리는 지퍼 라이닝을 갔고, Waipio Valley에서 노새에 의한 객차 타는 것을했고, 녹색의 바다 거북이의 그 풍부함으로 알려져있는 Punalu'u에서 검은 모래 해변을 찾아 갔다. 나는 돌아올거야.",숙박 날짜: 2018년 12월
Hale Ohia Cottages,Pam V,4.0,매력적인!,"우리는 다섯 개의 오두막에 묵었는데 ohia. 우리가 도착한 후 체크인, 하지만 위치 왼쪽에 저희 사무실 의 주요 한 별장. 별장 은 아주 깨끗하며 매우 매력적인 오래된 패션 감각과 함께. 샤워할 때 수압이 낮아, 이지만 오래된 건물이라 기대를 했습니다. 확실히 충분한 생각을 할 일 였다. 침대는 매우 편안했어요. 무료 와이파이도 좋았습니다. 방 안에는 tv, 놓쳤지만 하지 않았다. 우리 아이 도! 베란다에 앉아 있는 곳이 될 수 있습니다. 또한 에서 먹을 수 있는 테이블이 있었습니다. 예, 있는 사람을 검토, 습기에 있는 화산, 우림 수 있지만 할 수 있습니다. 방에 있는 경우에는 신경 쓸 생건조장치에. 아침 식사는 신선한 과일, 그래놀라 바, 갓 구운 빵, 쥬스와 커피가 제공된다. 우리는 아이들과 함께 하는 여행 devoured 음식. 작은 편의점이 있는 경우 여분의 음식들이 멀리 마일, 하지만 비싼 가격. 가까운 화산 국립 공원. Hale ohia 직원들은 아주 친절했습니다. 사무실에는 좋은 선물 가게. 다시 여기에 묵을 다시 여행한다면 큰 섬.",숙박 날짜: 2017년 7월
Hale Ohia Cottages,Dona C,3.0,좋은 위치 하지만…,"좋은 위치와 근처에 아름다운 화산 국립 공원 방문객 센터 입니다. 우리의 소박한 스위트 룸은 작지만 깨끗하고, 약간 습기 스크린, 창문이 없었다. 1박 이상 묵을 수 있는 것이 어려울 수 없었다. 저는 계속해서 치우 후 침대 밑에 어색하게. 침대는 편안해서 잠을 잘 자지 않았다. 아침 식사, 왼쪽에 전날 밤, 매우 실망스러웠습니다. 현지 과일 은 훌륭했지만 달콤한 코코넛 빵 한 덩어리 만 있는 작은 2 단 한 사람들이 놀라 바. 그 장소가 제공하지 않는 한 호텔 입니다.",숙박 날짜: 2017년 7월
Marriott s Waikoloa Ocean Club,jaehok351,4.0,맘에드는 방 구성,가족과 3일간 머물며 만족했어요. 부엌은 잘갖춰져있고 밥솥도 있어요. 호텔에 바베큐 장소도 있구 가스 모닥불도 피울 장소가 있어서 분위기있는 저녁시간 보내기도 좋아요. Hilo 까지 두시간정도 걸리는게 피곤하지만 공항이 30분이내로 가깝습니다 적극 추천합니다.,숙박 날짜: 2019년 12월
Marriott s Waikoloa Ocean Club,Anya778,4.0,2019 년 12 월,우리는 하와이의 큰 섬으로 가서 6 일 동안 여기에 머물 렀습니다. 호텔 자체는 깨끗하고 훌륭합니다. 위치가 좋고 편안한 수영장 공간. 유일한 것은 해변이 작은 연못을 가로 질러 있고 해변에 의자가 없다는 것입니다. 우리는 해변에서 현지 회사에 의해 카바나를 빌려야했고 그들은 단지 2 명의 가족을 위해 그렇게하기 위해 약간의 그리고 비싸다. 우리는 또한 카약이나 패들 보드와 같은 장비 대여를 위해이 현지 회사에서 패스를했으며 4시에 문을 닫았습니다. 만조가 높으면 외출을 허용하지 않으므로 최상의 활용도가 아닙니다. . 수영장 레스토랑에서의 서비스는 매우 느리고 음식 평균입니다. .,숙박 날짜: 2020년 2월
Marriott s Waikoloa Ocean Club,ValerieM2010,5.0,아름다운 ?? 의지,"우리는 여기에서 몇 밤을 보내 게되어 기뻤습니다. . . 와! ! 아름다운! 중앙에 위치한 햇볕이 잘 드는 (섬의 바람이 덜 부는) 해변에서 많은 것을 할 수 있습니다! 화산 투어, 고래 관찰 여행 또는 아름다운 해변에서 휴식을 취하십시오! 아름다운 수영장 공간! ! 맛있는 열대 음료도!",숙박 날짜: 2020년 2월
Marriott s Waikoloa Ocean Club,Aileen D,5.0,환상적인,"이 리조트에 대해 할 말이 없습니다. 우리는 TV를 시청하고 음식 / 음료를 만들기 위해 별도의 공간을 확보하는 것을 정말 좋아했습니다. 수영장 및 시설 내 스파와 같은 편의 시설이 좋습니다. 나는 해변의 스노클링 / 카바나 장소가 오후 4시 이상 열린 채로 있기를 바랍니다. 우리는 아침에 나가 해변에서 일몰을 즐기기를 좋아했습니다. 좋은 위치, 편안한 침대, 더 많은 것을 요청할 수있는 사람",숙박 날짜: 2019년 9월
